status,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0,197.565,436.303,2.8,-294.906,0,-388.972,57.103,380.3804,201.179,767.783,975.007,-297.706,-235.124,149.519,-1937.024,201.179,1246.727,496.085
0,1.289,0.12,0.123,-1.52,0.766,-1.624,0.211,23.3709,0.617,1.631,0,-1.643,0.497,0.925,-21.465,0.617,0.925,2.137
0,313.259,109.574,3.559,28.605,14.439,20.043,21.431,452.2627,162.086,350.682,84,25.046,52.512,29.724,17.516,162.086,169.083,133.481
0,4.153,7.327,0.343,1.119,1.96,-1.404,1.343,4.4098,11.291,6.987,2.323,0.776,3.964,1.654,-5.158,11.291,3.977,10.172
0,25.144,30.286,5.805,-7.634,0,-9.798,5.194,122.5031,22.652,47.031,0.278,-13.439,-7.634,10.582,-65.974,22.652,13.666,30.286
0,70.42,135.943,21.264,70.958,0,-60.877,51.926,2993.175,215.001,1396.048,590.76,49.694,79.058,27.53,-58.582,215.001,709.437,144.043
0,13200,6998,1444,7370,3095,4167,4233,129587.9398,27471,29163,2450,5926,20473,7454,15755,27471,12950,20101
0,40.946,176.44,1.166,0.155,24.613,-3.54,7.266,202.2525,210.814,68.575,7.437,-1.011,34.374,31.906,-1.98,210.814,39.868,210.659
0,24.71,123.084,10.841,18.468,0.676,4.662,10.966,78.1095,141.552,98.291,9.261,7.627,18.468,18.245,54.678,141.552,39.94,123.084
0,240.612,279.848,17.631,-1.652,2.608,-16.942,56.55,509.7824,358.091,441.139,0,-19.283,78.243,95.128,92.107,358.091,113.62,359.743
0,109.26,22.614,1.048,25.516,0.311,18.858,9.599,358.501,68.776,124.887,0,24.468,46.162,9.78,14.503,68.776,10.557,43.26
0,34.991,14.129,0.497,6.723,6.031,4.49,3.667,48.708,31.735,38.267,0,6.226,17.606,4.013,22.348,31.735,4.013,25.012
0,276.485,776.295,32.29,112.018,0,29.681,218.393,740.1142,958.956,650.845,261.649,79.728,182.661,149.736,4.03,958.956,411.385,846.938
0,134.121,285.307,8.93,45.014,72.36,12.859,44.902,53.3359,355.453,386.213,182.294,36.084,70.146,57.724,38.577,355.453,283.265,310.439
0,162.654,97.087,15.453,13.708,3.384,-5.228,46.31,233.9659,207.067,234.98,0,-1.745,109.98,34.47,-24.88,207.067,38.649,193.359
0,11.776,0.445,3.064,-17.453,3.051,-27.993,5.322,71.012200000000007,23.258,59.883,18.541,-20.517,22.813,36.21,-326.488,23.258,54.751,40.711
0,72.776,90.087,7.391,18.942,9.389,-24.526,25.856,58.3212,160.87,106.387,22,11.551,70.783,32.204,129.695,160.87,69.314,141.928
0,15.523,8.876,1.076,1.584,3.015,-1.883,3,24.214,19.473,29.134,0,0.508,10.597,5.146,-0.191,19.473,5.146,17.889
0,3806.882,6653.435,65.529,807.428,2216.542,437.434,1186.865,7599.6094,9783.05,4771.538,500,741.899,3129.615,1249.104,2520.924,9783.05,2020.534,8975.622
0,73.556,71.632,2.821,10.792,25.659,6.349,23.081,125.712,131.298,81.693,0,7.971,59.666,11.701,9.006,131.298,14.707,120.506
0,12.169,16.407,0.526,0.169,6.139,-3.386,4.742,17.3501,23.515,19.676,0,-0.357,7.108,2.608,8.729,23.515,5.158,23.346
0,969.304,1421.306,400.176,-115.207,33.342,-408.803,274.597,12927.3516,1380,4237.724,1487.939,-515.383,-41.306,522.352,-721.414,1380,2194.735,1495.207
0,64.934,155.195,72.61,68.062,1.326,-10.822,22.144,208.8359,463.41,248.668,14.874,-4.548,308.215,59.835,-168.105,463.41,82.058,395.348
0,4186.5,10422.7,620.1,3495.1,1559.3,1752.7,1679.7,29757.936,16865.2,30111.2,11624.8,2875,6442.5,7087.1,12371.3,16865.2,22191.8,13370.1
0,72.64,56.855,22.249,-19.89,1.206,-37.031,6.62,97.2603,36.965,116.046,0,-42.139,-19.89,15.819,-353.418,36.965,15.819,56.855
0,208.632,85.954,10.335,21.25,20.902,11.079,29.728,280.6101,138.809,259.598,0,10.915,52.855,26.026,-214,138.809,30.949,117.559
0,5198.4,8685.8,496.8,1814.4,1959.5,334,1697.4,42173.2875,12858.8,24486.4,5697.7,1317.6,4173,4399.7,2217.7,12858.8,12107.9,11044.4
0,1018.318,888.322,152.413,332.298,18.029,137.356,350.302,8669.3789,1327.124,3136.868,854.777,179.885,438.802,279.179,650.723,1327.124,1330.4,994.826
0,80.76,95.718,3.393,-3.32,19.959,-8.691,39.625,50.494,141.65,126.692,42.43,-6.713,45.932,45.411,-9.002,141.65,90.27,144.97
0,10.253,3.05,0.527,-3.003,0,-16.037,0,147.117,0.047,51.071,25,-3.53,-3.003,1.213,-184.86,0.047,26.213,3.05
0,162.818,180.577,1.86,-179.978,8.12,-203.549,1.037,3340.1618,0.599,801.74,125.285,-181.838,-179.978,30.487,-802.515,0.599,190.526,180.577
0,38.947,32.264,5.614,4.595,25.902,-22.807,11.611,144.9692,45.273,122.455,42.002,-1.019,13.009,22.145,-65.457,45.273,78.225,40.678
0,1344.945,3126.6,170.683,941.251,592.53,311.405,469.653,7887.1959,5132.768,3634.719,1505.954,770.568,2006.168,1270.212,3615.854,5132.768,3284.775,4191.517
0,119.873,17.04,36.325,117.087,0,49.686,64.301,701.9038,160.681,592.266,0,80.762,143.641,78.488,380.582,160.681,214.936,43.594
0,33.767,78.727,5.488,15.089,6.928,3.719,17.179,78.0921,93.816,174.463,45.742,9.601,15.089,44.115,30.832,93.816,98.119,78.727
0,801.051,1431.123,75.289,268.226,248.504,86.68,395.755,1993.4459,2084.662,2042.252,669.606,192.937,653.539,349.525,767.324,2084.662,1164.727,1816.436
0,98.398,131.388,3.758,8.159,37.354,4.836,45.818,32.0408,198.602,160.035,11.887,4.401,67.214,70.177,25.272,198.602,89.666,190.443
0,64.557,173.11,12.176,4.003,17.744,-24.987,32.585,81.6893,200.247,137.826,27.817,-8.173,27.137,48.632,0.559,200.247,76.449,196.244
0,33.427,37.458,2.391,16.674,15.061,9.188,15.777,94.318,81.59,92.596,8.7,14.283,44.132,13.801,9.071,81.59,22.61,64.916
0,1.225,20.992,1.262,-0.118,0.22,-1.646,0.158,4.7178,23.749,10.254,2.478,-1.38,2.757,2.425,-13.805,23.749,5.876,23.867
0,3206.329,8515.168,224.115,212.285,1252.929,-596.465,1121.16,1772.0537,12144.467,4890.346,662.74,-11.83,3629.299,2428.205,-351.816,12144.467,3745.796,11932.182
0,514.133,1447.843,81.5,185.163,241.424,57.417,16.387,833.6259,2192.547,1185.189,68.2,103.663,744.704,282.397,686.912,2192.547,549.502,2007.384
0,716.092,1652.244,145,380.985,321.377,128.416,222.377,524.9492,2134.413,2679.086,1173.157,235.985,482.169,370.418,306.871,2134.413,1972.215,1753.428
0,2.035,0.851,0.446,-7.699,0.187,-8.403,0.262,4.8739,0.599,2.908,0.093,-8.145,-0.252,0.857,-21.191,0.599,0.977,8.298
0,834.647,240.839,75,197.102,193.608,82.734,228.686,3982.0365,1228.179,1496.564,25,122.102,987.34,260.075,341.581,1228.179,382.345,1031.077
0,1368.197,1844.559,43.441,104.039,772.14,-447.446,327.031,423.3546,2112.685,1904.124,744.494,60.598,268.126,829.284,-234.067,2112.685,1687.174,2008.646
0,799.513,750.868,107.263,254.922,118.021,105.08,357.404,1041.6266,1005.79,3379.889,501.252,147.659,254.922,1253.673,428.67,1005.79,2329.353,750.868
0,24.123,2.601,7.092,3.626,0,-1.885,1.133,34.98,8.452,38.188,0,-3.466,5.851,0.264,34.476,8.452,4.963,4.826
0,5.92,6.797,3.071,11.146,0,6.941,3.325,68.4,24.076,41.631,2.1,8.075,17.279,8.279,-29.832,24.076,14.199,12.93
0,22.66,13.537,0.17,3.445,2.76,4.966,5.576,86.9093,29.181,37.932,0,3.275,15.644,3.821,-186.656,29.181,3.821,25.736
0,50.463,688.173,46.1,180.781,12.2,88.484,12.994,1472.6735,913.784,805.067,207.064,134.681,225.611,80.554,403.428,913.784,390.539,733.003
0,356.455,384.707,19.342,42.97,144.807,13.86,160.039,379.9908,623.088,507.641,49.091,23.628,238.381,161.497,53.44,623.088,228.392,580.118
0,7739,11386,1258,4285,684,114,2569,10483.5911,15891,40411,18869,3027,4505,7653,-3032,15891,32682,11606
0,279.59,580.808,14.917,277.214,0,-57.39,143.338,1655.1367,966.55,454.543,478.616,262.297,385.742,132.641,-285.553,966.55,637.63,689.336
0,167.803,311.058,6.654,49.321,53.742,24.34,16.802,369.632,499.31,234.76,14.174,42.667,188.252,50.737,83.703,499.31,66.401,449.989
0,2882.119,11120.577,145.159,793.773,0,487.063,1164.892,6032.9076,13980.386,8750.988,1585.19,648.614,2859.809,2045.07,4670.816,13980.386,4028.073,13186.613
0,22.484,25.004,1.5,0.29,3.947,-1.477,10.093,95.89,47.694,32.549,2.604,-1.21,22.69,4.514,-9.814,47.694,7.118,47.404
0,358.857,2385.805,85.912,399.07,156.367,201.899,22.381,3739.5052,2926.289,1521.942,400,313.158,540.484,375.828,488.607,2926.289,977.435,2527.219
0,346.457,282.936,5.846,51.18,34.639,26.8,49.005,476.1921,385.864,420.328,122,45.334,102.928,194.455,-27.085,385.864,388.762,334.684
0,31209,2115,926,7050,2744,4345,2518,65193.06,17265,54298,24034,6124,15150,8191,-10277,17265,35238,10215
0,55.866,81.878,3.695,14.72,23.95,5.871,23.24,65.4637,106.468,102.122,24.068,11.025,24.59,31.822,21.633,106.468,65.657,91.748
0,681.556,168.266,45.225,-4.475,0,48.315,84.674,866.5948,567.62,1275.442,0,-49.7,399.354,330.49,221.058,567.62,380.725,572.095
0,48.28,26.165,2.514,-26.395,2.424,-36.703,4.682,126.067,33.023,67.15,50.966,-28.909,6.858,7.972,-167.488,33.023,64.297,59.418
0,392.499,1177.368,68.754,269.088,149.992,83.765,148.555,1305.3213,1446.456,2081.113,584.37,200.334,269.088,360.936,318.111,1446.456,1264.687,1177.368
0,0.452,0.221,0.031,-1.152,0,-1.993,0.316,1.3486,0.806,0.907,0.162,-1.183,0.585,1.222,-6.818,0.806,1.483,1.958
0,240.36,209.809,3.797,53.029,21.065,31.1,69.362,840.4358,361.057,306.361,125,49.232,151.248,50.509,128.578,361.057,192.584,308.028
0,7.443,6.113,0.076,-1.166,0.621,-1.054,1.825,4.1181,8.036,7.587,0,-1.242,1.923,2.704,0.048,8.036,2.704,9.202
0,1354.2,857.5,90.9,735.3,275.1,416.5,394.1,8374.8542,2452.1,2665.7,149.8,644.4,1594.6,273.1,985.8,2452.1,688.5,1716.8
0,85.753,148.4,51.487,110.713,9.409,17.409,39.713,88.7841,366.429,614.727,533.772,59.226,218.029,86.976,-179.518,366.429,649.41,255.716
0,107.496,34.874,1.661,-34.689,0,-38.708,0,93.2697,0.185,121.26,0,-36.35,-34.689,3.31,-85.612,0.185,3.31,34.874
0,20.285,401.708,30.149,78.426,4.022,22.776,1.121,226.6834,505.249,442.872,194.3,48.277,103.541,43.778,198.684,505.249,266.357,426.823
0,86.276,56.879,0.94,-6.044,9.824,-9.97,23.454,549.1925,50.835,88.45,0.072,-6.984,-6.044,9.18,-211.674,50.835,12.769,56.879
0,26.805,8.914,2.001,-7.005,1.735,87.03,4.628,395.6074,15.275,308.913,48.294,-9.006,6.361,49.767,-38.832,15.275,227.386,22.28
0,2285.2,746.9,803.1,1311.7,340.4,2134.4,604,1947.7402,3221.6,15280.9,6420.9,508.6,2474.7,1050.4,2575.7,3221.6,8758.9,1909.9
0,105.951,320.068,8.637,193.836,0,111.301,45.997,2061.4544,615.494,328.384,272.378,185.199,295.426,147.516,554.185,615.494,485.445,421.658
0,285.113,439.081,27.558,110.517,78.249,54.451,8.04,963.369,757.936,523.73,0,82.959,318.855,98.845,253.299,757.936,172.947,647.419
0,88.77,147.601,22.255,65.614,0,18.324,74.01,779.7345,257.502,430.676,146.393,43.359,109.901,53.732,-109.125,257.502,224.429,191.888
0,1248,1832,268,472,57,-56,538,1170.4988,3491,4476,2242,204,1659,1871,-676,3491,4544,3019
0,50.187,156.65,1.431,13.693,29.148,7.593,3.955,106.47,232.465,80.914,5,12.262,75.815,45.654,21.777,232.465,51.042,218.772
0,824,649.1,99.2,209.9,0,36.9,505.7,2731.4524,1320.4,6206.9,85.8,110.7,671.3,479,390.8,1320.4,4911.2,1110.5
0,96.214,174.036,11.583,69.195,45.177,49.791,42.259,605.1322,312.828,219.867,22.455,57.612,138.792,41.931,-37.059,312.828,65.137,243.633
0,1683.951,330.217,269.471,842.993,10.521,319.361,669.276,11636.2561,3275.594,5481.438,1324.992,573.522,2945.377,1680.969,3446.098,3275.594,3507.992,2432.601
0,5.736,0.165,0.043,-10.337,0.042,-26.236,0.167,58.5815,0.151,15.326,0,-10.38,-0.014,1.765,-249.156,0.151,1.765,10.488
0,0.115,0.033,0.305,-1.367,0,-1.714,0.068,0.9827,0.615,0.374,0,-1.672,0.582,2.629,-22.615,0.615,2.629,1.982
0,17.948,9.556,1.675,8.093,1.933,3.85,4.579,68.3059,22.387,38.832,5.044,6.418,12.831,5.03,11.482,22.387,10.814,14.294
0,30.58,59.587,4.445,14.916,9.012,6.498,11.828,91.2532,85.377,71.047,15.819,10.471,25.79,8.934,38.313,85.377,30.376,70.461
0,44.475,83.857,6.437,-10.85,17.589,-10.388,19.476,76.2663,87.056,106.054,12,-17.287,3.199,22.155,9.631,87.056,35.483,97.906
0,56.299,129.924,112.577,193.377,6.617,-33.915,45.279,264.864,441.156,1836.779,1236.51,80.8,311.232,74.572,-229.05,441.156,1364.91,247.779
0,2313.323,5336.051,52.275,294.759,997.247,174.457,960.639,1636.3815,6350.042,2984.697,791.226,242.484,1013.991,795.863,1450.316,6350.042,1587.089,6055.283
0,0.719,1.164,0.565,-0.333,0.139,-1.39,0.423,1.4308,2.917,4.085,8.867,-0.898,1.753,1.788,-9.089,2.917,10.655,3.25
0,4.798,24.293,2.548,7.106,0,2.437,3.035,45.5171,40.79,20.897,4.785,4.558,16.497,5.656,6.503,40.79,11.366,33.684
0,178.68,327.797,55.329,83.52,0,8.078,98.065,1002.0167,424.634,635.876,275,28.191,96.837,60.584,-144.68,424.634,398.394,341.114
0,60.414,19.087,0.155,-15.692,0,-23.14,0,269.518,3.395,90.391,1.127,-15.847,-15.692,10.442,-64.471,3.395,13.102,19.087
0,474.69,2526.628,163.034,530.927,11.138,207.311,343.501,3482.3263,3127.899,1548.874,124,367.893,601.271,276.086,863.586,3127.899,731.849,2596.972
0,35.195,55.341,22.485,8.808,3.719,-17.147,17.024,72.0626,89.585,380.9,228.979,-13.677,34.244,16.302,-38.849,89.585,296.931,80.777
0,211.878,301.635,17.862,93.941,56.387,53.475,45.909,1575.9943,499.331,838.247,7.5,76.079,197.696,56.066,133.532,499.331,185.762,405.39
0,14.336,20.855,2.681,3.148,7.998,-1.127,3.43,13.866,52.877,29.749,3.374,0.467,32.022,8.785,-11.336,52.877,12.159,49.729
0,144.799,25.568,78.834,173.294,0,60.274,76.172,482.2816,225.017,1795.84,1060.322,94.46,199.449,249.194,287.22,225.017,1352.935,51.723
0,10.404,0.803,0.075,-12.356,0.124,-13.09,0.07,72.2911,1.332,10.488,0,-12.431,0.529,1.256,-54.086,1.332,1.256,13.688
0,3528.611,930.079,152.63,851.953,345.903,570.738,329.499,15131.3184,2633.8,4720.083,0,699.323,1703.721,567.002,2977.38,2633.8,920.511,1781.847
0,351.341,991.397,161.283,451.086,53.314,137.228,180.265,2566.8781,1442.483,5309.755,1730.264,289.803,451.086,407.528,573.446,1442.483,3661.279,991.397
0,367.076,285.289,17.456,69.294,110.552,35.956,89.315,507.3943,474.458,637.742,118.916,51.838,189.169,99.164,348.941,474.458,242.6,405.164
0,131.31,11.202,5.321,-84.156,0,-89.782,0,262.1864,8.378,156.676,7.08,-89.477,-2.824,10.877,-174.976,8.378,18.3,92.534
0,107.994,37.303,0.575,-35.152,0.854,-47.149,0.401,181.931,2.151,120.533,96.667,-35.727,-35.152,15.928,-345.019,2.151,116.28,37.303
0,886.2,1253,49.2,196.5,423.6,99.2,278.2,1508.6665,1651.9,1642.5,344.7,147.3,398.9,237.9,-618.7,1651.9,861.4,1455.4
0,12.654,47.366,0.337,1.81,2.76,-77.953,8.558,138.895,57.935,55.241,2.07,1.473,10.569,18.353,-69.103,57.935,27.337,56.125
0,31.624,20.456,2.674,-12.387,0.192,-16.786,14.98,174.3983,42.557,44.88,0,-15.061,22.101,9.823,-192.821,42.557,9.827,54.944
0,18.932,35.375,1.338,-9.378,0.658,-9.795,11.399,35.6547,45.924,39.293,6.182,-10.716,10.549,12.065,-18.529,45.924,22.343,55.302
0,40.137,857.809,124.331,121.739,7.979,-88.544,6.508,27.2972,1039.728,607.253,645.058,-2.592,181.919,202.717,-757.451,1039.728,947.01,917.989
0,6.503,0.02,0.078,-7.546,0.439,-7.72,0.103,57.1473,0.103,7.044,0.104,-7.624,0.083,2.119,-18.938,0.103,2.223,7.649
0,3.047,16.719,0.997,1.301,0.204,0.017,0.187,23.6282,20.935,10.693,1.293,0.304,4.216,1.5,-11.112,20.935,3.816,19.634
0,18.567,32.702,14.02,12.156,0,-7.701,13.6,51.7871,57.824,214.616,40.95,-1.864,25.122,44.642,-5.269,57.824,102.765,45.668
0,19.475,10.929,1.071,4.539,8.494,3.403,3.538,37.7378,27.789,20.835,0.133,3.468,16.86,3.262,-43.188,27.789,3.395,23.25
0,587.52,1087.944,53.942,237.84,168.644,125.932,85.839,2336.7196,1502.932,1150.447,2.554,183.898,414.988,107.838,924.225,1502.932,194.765,1265.092
0,30.016,78.889,1.799,4.274,17.775,0.767,11.371,12.5594,88.885,49.341,16.47,2.475,9.996,11.526,10.602,88.885,29.273,84.611
0,27.776,117.815,1.831,8.106,11.229,-2.142,12.606,17.0269,133.957,59.55,47.776,6.275,16.142,14.255,-12.203,133.957,62.031,125.851
0,398.942,586.233,12.933,40.492,183.734,-37.175,137.432,367.2098,889.972,684.989,172.109,27.559,303.739,158.772,156.25,889.972,382.972,849.48
0,6.444,9.799,4.816,-3.63,0,-6.827,4.613,14.731,25.735,56.802,3.716,-8.446,15.936,18.227,-18.531,25.735,22.269,29.365
0,985.889,1846.671,154.138,508.053,264.156,193.94,553.312,4312.6398,2354.724,6626.009,1430.861,353.915,508.053,1488.988,909.825,2354.724,5088.295,1846.671
0,6.402,17.015,2.706,10.536,0.73,2.451,4.069,50.4793,27.551,144.407,50.717,7.83,10.536,9.498,6.07,27.551,111.278,17.015
0,6100.051,3297.532,432.233,2689.136,1024.964,1782.075,2114.368,146000.0185,8872.816,10628.342,14.457,2256.903,5575.284,2113.647,5066.718,8872.816,2340.098,6183.68
0,318.501,122.05,18.201,58.61,39.85,30.722,47.125,1047.3646,281.754,499.836,0,40.409,159.704,44.178,102.572,281.754,47.638,223.144
0,3515.4,3794.9,145.3,1176.3,1041.8,530.7,840.4,16906.981,9938.7,5716.2,1167.9,1031,6143.8,3053.4,3169.5,9938.7,4966.4,8762.4
0,18.859,23.924,0.794,5.101,2.627,2.501,10.365,38.033,60.943,42.862,2.607,4.307,37.019,7.85,-7.746,60.943,15.903,55.842
0,93.473,170.156,15.092,18.388,45.849,1.631,32.237,104.9654,188.544,225.81,30,3.296,18.388,30.33,19.803,188.544,107.441,170.156
0,41.85,29.862,0.447,0.643,16.151,3.24,14.182,27.3768,56.424,44.102,0,0.196,26.562,11.975,-54.259,56.424,11.975,55.781
0,818.3,1471.6,258.1,1105.5,111,502.6,181.6,13471.1358,2577.1,8091,1841,847.4,1105.5,898.8,2798.5,2577.1,4026.9,1471.6
0,621.258,2038.959,115.607,209.838,85.1,8.064,327.992,211.3954,2406.089,1397.378,474.051,94.231,367.13,631.15,-266.494,2406.089,1299.918,2196.251
0,0.061,2.243,0.041,-2.237,0,-2.363,0,54.75,0.006,0.263,0.582,-2.278,-2.237,0.688,-2.707,0.006,1.27,2.243
0,130.308,174.618,4.109,40.831,0.213,23.16,62.208,411.7952,228.838,183.09,0.017,36.722,54.22,48.235,126.782,228.838,54.996,188.007
0,15.884,220.249,11.462,4.369,6.084,-16.175,4.26,18.9801,245.552,117.397,15.993,-7.093,25.303,26.924,-119.678,245.552,64.881,241.183
0,322.655,261.754,24.665,154.71,123.184,81.678,117.37,1744.9588,490.338,611.865,0,130.045,228.584,95.462,261.856,490.338,206.438,335.628
0,2.365,71.257,0.839,-11.338,0,-14.088,0.834,12.7392,71.21,15.316,3.903,-12.177,-0.047,27.895,-43.051,71.21,31.798,82.548
0,19.013,51.381,1.366,6.795,2.146,2.135,5.379,68.5715,68.735,40.117,1.729,5.429,17.354,7.299,1.337,68.735,11.309,61.94
0,93.429,254.967,12.171,22.741,38.846,6.361,44.454,259.6502,316.074,288.953,67.811,10.57,61.107,55.718,143.284,316.074,137.597,293.333
0,697.871,543.378,141.374,472.186,0,73.468,309.156,3579.217,1363.131,4147.472,2985.327,330.812,819.753,343.381,-699.549,1363.131,3741.768,890.945
0,0.107,0.412,0,-0.408,0,-0.559,0.09,3.088,0.029,0.127,0.307,-0.408,-0.383,0.22,-0.934,0.029,0.527,0.437
0,57.432,823.363,12.205,-19.46,16.244,-19.057,26.051,46.4164,816.044,214.963,117.253,-31.665,-7.319,12.415,-530.31,816.044,142.056,835.504
0,110.674,24.828,1.609,10.21,0,6.35,39.064,401.9832,96.639,121.259,0,8.601,71.811,44.466,9.916,96.639,47.316,86.429
0,1939.06,1342.039,135.818,600.424,0,217.393,858.935,2922.4097,2025.267,4357.039,1706.626,464.606,683.228,1949.352,852.447,2025.267,3962.919,1424.843
0,690.553,1533.686,212.506,647.363,14.34,322.872,283.203,6280.5284,2446.877,3733.581,1405.106,434.857,913.191,296.513,1954.444,2446.877,2011.445,1799.514
0,0.124,7.387,0.114,-7.363,0,-7.661,0,21.1532,0.024,0.777,0,-7.477,-7.363,7.436,-60.802,0.024,7.436,7.387
0,295.091,611.149,43.694,29.199,124.127,-116.305,93.989,158.62,690.308,660.93,234.609,-14.495,79.159,101.343,270.154,690.308,360.999,661.109
0,9.613,20.958,1.94,6.832,0.721,3.868,0.449,51.0432,29.401,37.598,0,4.892,8.443,2.407,28.315,29.401,4.895,22.569
0,423.756,503.809,21.599,168.512,189.65,85.682,22.179,1173.986,1066.39,812.241,202.748,146.913,562.581,145.718,530.431,1066.39,394.799,897.878
0,24.032,102.442,3.302,8.871,8.344,3.726,13.43,47.4997,122.712,61.695,5.914,5.569,20.27,17.778,25.324,122.712,39.868,113.841
0,85.168,41.193,1,23.429,23.773,23.576,28.481,448.9485,88.107,98.554,0,22.429,46.914,14.981,-3.892,88.107,15.046,64.678
0,15.281,29.849,1.009,4.124,6.692,1.763,7.31,23.7825,43.61,43.24,11.236,3.115,13.761,7.258,21.742,43.61,18.65,39.486
0,16.845,32.131,0.803,7.537,4.135,4.506,7.129,39.3975,52.356,27.212,0,6.734,20.225,4.977,19.812,52.356,5.833,44.819
0,0.22,0.299,0.013,-0.428,0,0.459,0.04,5.5166,0.572,0.441,0,-0.441,0.273,0.852,-12.012,0.572,0.852,1
0,111.452,221.112,9.06,37.174,14.952,13.198,77.483,215.8475,258.286,381.557,63.255,28.114,37.174,141.056,50.687,258.286,261.98,221.112
0,1223.261,3453.769,231.532,2212.55,115.924,1211.213,973.967,24288.6997,6711.115,14706.239,3834.511,1981.018,3257.346,961.837,9764.096,6711.115,6190.819,4498.565
0,11.532,1.554,0.36,-6.725,0.437,-6.966,1.229,77.142,2.458,18.325,0,-7.085,0.904,2.212,-39.28,2.458,4.184,9.183
0,124.005,43.935,5.178,14.945,0,10.796,34.212,467.9449,147.699,175.002,0,9.767,103.764,41.975,-70.609,147.699,41.975,132.754
0,1945,4820.4,376.9,1055.5,392,337.1,1045.5,1895.439,6266,7882.8,3969.3,678.6,1445.6,1216.4,468.3,6266,6342.8,5210.5
0,1.266,0.501,0.284,-1.642,0,-1.907,0.21,10.5111,1.177,4.93,0,-1.926,0.676,0.542,-8.685,1.177,0.542,2.819
0,26.806,72.744,5.264,16.901,0,5.381,17.83,101.5516,104.741,196.652,46.351,11.637,31.997,25.587,12.46,104.741,148.041,87.84
0,2626.708,2564.486,321.157,1316.382,167.969,622.546,1906.43,8241.5,3880.868,7901.266,1886.607,995.225,1316.382,2881.577,3627.561,3880.868,6306.291,2564.486
0,58.668,15.235,0.707,7.597,12.39,4.954,6.21,75.9938,31.485,74.821,0,6.89,16.25,2.866,42.375,31.485,2.866,23.888
0,1663.3,5634.3,1091.9,2630.6,171.6,594.4,914.2,22740.7478,8264.9,30717,14356.4,1538.7,2630.6,4529,-117.6,8264.9,22149.4,5634.3
0,8.444,14.486,0.404,1.649,5.343,1.626,2.946,2.1328,21.936,13.185,10.21,1.245,7.45,8.571,-42.872,21.936,22.772,20.287
0,570.2,1407.8,307.9,789.1,193.9,271.3,228.3,5250.113,2196.9,9597.4,2645.6,481.2,789.1,752.8,2224.7,2196.9,6271.4,1407.8
0,24.099,1.929,0.62,-2.792,0,-6.904,7.513,161.1345,13.237,79.525,3.1,-3.412,11.308,10.853,-130.586,13.237,13.953,16.029
0,59.123,45.304,11.374,-77.245,6.213,-97.334,13.977,200.0996,67.192,129.873,168.222,-88.619,21.888,109.868,-1175.342,67.192,308.381,144.437
0,50.833,16.249,2.2,13.876,1.363,10.48,8.424,188.9674,50.794,55.269,0.629,11.676,34.545,21.416,-97.367,50.794,22.667,36.918
0,27.16,0.62,0.769,-56.223,0,-53.53,0.566,25.8011,5.564,28.677,25.381,-56.992,4.944,32.506,-1193.613,5.564,75.887,61.787
0,4888,31487,697,3567,2732,1768,1542,26955.87,36881,22373,6200,2870,5394,2762,8303,36881,12749,33314
0,543.5,891.5,163.9,508.3,139.4,119.7,145.3,763.693,1814.1,3686,2269.5,344.4,922.6,334.1,545,1814.1,3172,1305.8
0,2418,1441,965,1507,78,453,783,16793.8688,3568,16444,4100,542,2127,2268,4750,3568,9179,2061
0,8.91,1.238,0.723,0.36,0,-6.771,0.607,32.0173,8.234,10.837,0,-0.363,6.996,2.773,-105.207,8.234,2.949,7.874
0,180.656,29.328,34.199,81.802,44.176,-28.494,71.518,313.5122,163.763,1082.674,406.286,47.603,134.435,67.57,-26.199,163.763,638.771,81.961
0,26.849,86.292,3.129,7.532,7.664,1.972,10.098,179.931,118.587,64.918,7.119,4.403,32.295,10.823,46.445,118.587,19.661,111.055
0,34.401,156.715,1.3,3.241,0,1.616,17.998,15.9624,172.314,44.364,1.875,1.941,15.599,28.371,2.096,172.314,30.938,169.073
0,21967,8162,2659,9908,3753,4631,6222,119067.3894,30557,89694,24486,7249,22395,8472,23559,30557,39482,20649
0,85.462,177.103,11.183,29.724,32.698,11.512,42.605,182.4967,253.522,210.888,16.228,18.541,76.419,40.869,146.973,253.522,80.82,223.798
0,12.85,19.05,31.44,-54.488,4.928,-180.668,2.751,25.3788,27.215,45.255,0,-85.928,8.165,20.448,-248.393,27.215,21.183,81.703
0,31.238,478.835,30.575,92.367,2.91,38.536,16.665,892.8192,687.392,415.645,74.275,61.792,208.557,46.305,83.992,687.392,171.663,595.025
0,68.365,43.193,0.66,-21.538,0,-22.264,4.319,318.8846,21.655,82.533,0,-22.198,-21.538,8.79,-275.483,21.655,17.637,43.193
0,14.207,32.024,1.701,4.041,0,0.379,12.336,5.6498,48.768,35.004,3.802,2.34,16.744,18.084,6.38,48.768,21.886,44.727
0,401.767,11.868,3.406,42.869,0,32.093,52.74,1022.4416,178.814,424.257,0,39.463,166.946,171.728,82.658,178.814,243.532,135.945
0,21.518,70.394,0.51,1.111,0,-2.159,15.024,14.5821,89.401,28.767,1.131,0.601,19.007,22.665,-25.382,89.401,23.838,88.29
0,0.693,0.758,0.058,-1.641,0.304,-2.11,0.231,3.3688,1.646,4.45,5.705,-1.699,0.888,1.823,-5.213,1.646,7.528,3.287
